"","MLS","sold_price","zipcode","longitude","latitude","lot_acres","taxes","year_built","bedrooms","bathrooms","sqrt_ft","garage","kitchen_features","fireplaces","floor_covering","HOA"
"131","21831366","985000","85755","-110.962515","32.472631","1.29","13374.36","2014","5","6","4786","4","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Under Counter, Oven: Double Ovens","1","Carpet, Natural Stone","209"
"132","21928565","1007821.3","85755","-110.97315","32.461567","1.75","1319.27","2018","3","4","2635","3","Dishwasher, Garbage Disposal, Gas Range, Island, Microwave, Refrigerator, Reverse Osmosis","1","Carpet, Ceramic Tile","78.09"
"133","21510085","975000","85704","-110.961791","32.370787","2.95","3309.31","2014","4","3","3200","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","0"
"134","21332577","924000","85755","-110.997466","32.459021","7.93","9658.14","1989","4","5","4376","6","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","5","Concrete, Mexican Tile","41"
"135","21529023","1015000","85755","-111.010027","32.459387","7.49","14772.07","2006","4","4","4897","4","Dishwasher, Garbage Disposal, Oven","0","Ceramic Tile","42"
"136","21605430","965000","85718","-110.920368","32.342219","0.8","8595.41","1983","3","3","3854","3","Compactor, Dishwasher, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone, Wood","300"
"137","21201154","950000","85718","-110.914279","32.285927","1.47","11513","2005","5","5","4548","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Natural Stone","193"
"138","21905809","962495","85745","-111.074359","32.256525","3.41","8372.88","2004","4","4","3501","6","Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Double","3","Carpet, Ceramic Tile, Natural Stone","78.09"
"139","21726764","860000","85750","-110.87246","32.313232","1.95","12497.67","2007","5","5","4750","4","Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite","3","Natural Stone","44"
"140","21331835","999900","85747","-110.752982","32.150912","18.89","19119.65","1978","3","4","2234","1","Dishwasher, Oven","3","Carpet, Ceramic Tile","0"
"141","21502009","975000","85718","-110.939977","32.338549","1.01","10419","1999","4","4","3861","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","4","Carpet, Mexican Tile","157"
"142","21208488","912000","85718","-110.882397","32.333899","3.35","9175","1980","4","3","5245","3","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Oven","2","Carpet, Natural Stone","142"
"143","21723962","980000","85718","-110.942364","32.338822","0.89","11975.82","2001","4","4","4397","3","Compactor, Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite","4","Carpet, Natural Stone","157.33"
"144","21730190","959000","85749","-110.768984","32.306773","4","9391","1998","5","5","6291","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Reverse Osmosis, Appliance Color: Stainless, Microwave: Wall, Oven: Wall","4","Carpet, Mexican Tile","54.16"
"145","21920224","975000","85718","-110.952477","32.314963","0.81","8725.3","2008","4","5","4391","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite/wood, Microwave: Microwave, Oven: Oven","3","Mexican Tile, Natural Stone, Wood, Other: studio laminate","78.09"
"146","21730798","1007583","85719","-110.938306","32.243724","0.21","6323","2018","3","3","3002","2","Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless, Countertops: Granite or Quartz","1","Carpet, Wood, Other: Porcelain/Engineered","125"
"147","21405516","970000","85718","-110.925584","32.304243","1.17","8773.05","2008","4","4","4200","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile, Wood","5"
"148","21505898","840000","85748","-110.730013","32.236348","4","8570.57","2007","5","5","4306","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Natural Stone","0"
"149","21502904","995000","85718","-110.880222","32.278101","2.6","12415.6","2007","5","7","10529","5","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","6","Carpet, Wood, Other","0"
"150","21505517","935000","85718","-110.878974","32.335237","5.88","7365","1981","4","4","4638","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Ceramic Tile, Concrete, Natural Stone, Wood","258"
"151","21601798","9e+05","85718","-110.955649","32.350903","5.1","16643.1","1966","5","5","7571","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Concrete, Natural Stone, Wood, Other","0"
"152","21605556","950000","85750","-110.837046","32.317722","0.49","10592.88","1993","4","5","4589","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","4","Carpet, Natural Stone","142"
"153","21131918","950000","85750","-110.833401","32.316853","1.3","8098","2008","4","4","4547","4","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile, Wood","9"
"154","21118330","980000","85755","-110.961253","32.474047","1.46","9424.58","2005","4","4","4497","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Natural Stone","145"
"155","21300786","980000","85750","-110.833959","32.321185","0.61","8246","1998","4","4","3466","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Natural Stone","117"
"156","21217347","940000","85658","-111.060698","32.461011","1.28","13090","2007","4","6","4236","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","148"
"157","21325140","999000","85718","-110.898046","32.284422","1.34","9243.89","2006","4","5","4838","3","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile, Wood","0"
"158","21329925","969500","85716","-110.921262","32.224432","0.53","4391.19","1958","5","4","4599","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Concrete, Other","0"
"159","21712202","980000","85715","-110.860122","32.263208","0.68","7977.18","1979","5","4","4061","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Mexican Tile","48"
"160","21731788","985000","85750","-110.842962","32.329929","1.74","13502.13","1996","4","5","5188","3","Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless","1","Concrete, Mexican Tile, Wood","142"
"161","21814164","915000","85737","-111.026605","32.411687","3.31","2665.29","2018","4","5","3436","3","Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Wolf, Oven: Wolf","1","Concrete","78.09"
"162","21909149","950000","85718","-110.94533","32.315039","0.8","4260.91","1998","4","6","4245","3","Dishwasher, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Range","0","Natural Stone, Wood","5"
"163","21405031","913559","85641","-110.588825","32.131452","38.8","6655","1978","3","3","5180","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Concrete, Mexican Tile","122"
"164","21312607","998000","85750","-110.871721","32.326191","0.84","8052","1988","4","6","5513","3","Dishwasher, Garbage Disposal, Refrigerator, Oven","3","Carpet, Ceramic Tile, Natural Stone","25"
"165","21311239","998000","85755","-110.961238","32.466766","1.18","9404.05","2008","4","5","4627","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","4","Carpet, Natural Stone","199"
"166","21708303","984000","85749","-110.771889","32.303718","3.38","11017","1995","6","5","6902","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Natural Stone, Wood","50"
"167","21630794","925000","85749","-110.707854","32.26623","3.3","8550.1","1985","4","5","5407","4","Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Slab Granite","3","Carpet, Natural Stone","120"
"168","21512989","8e+05","85611","-110.538913","31.652899","21.39","7693.08","2003","4","3","3213","2","Dishwasher, Garbage Disposal, Microwave, Oven","2","Concrete, Wood","0"
"169","21730799","972877","85719","-110.939406","32.243494","0.21","6323","2018","3","3","3002","2","Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite or Quartz","1","Carpet, Other: Porcelain","125"
"170","21522970","970000","85742","-111.026605","32.415574","3.31","12012.2","2008","3","4","4526","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Natural Stone, Wood","130"
"171","21400310","987500","85755","-110.967167","32.462871","1.16","9509.54","2000","5","6","5014","4","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","4","Carpet, Natural Stone, Wood","83"
"172","21731863","937650","85739","-110.860806","32.55082","0.42","5557.36","2005","4","4","4020","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Butler, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: GE Monogram, Oven: Double - GE Monogram","2","Carpet, Ceramic Tile","170"
"173","21532805","935000","85755","-110.969466","32.460571","0.92","10335.2","1997","5","5","4895","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Mexican Tile","100"
"174","21809664","975000","85658","-111.086658","32.464426","0.67","11467.5","2006","4","4","4394","3","Dishwasher, Double Sink, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite","3","Carpet, Natural Stone","113"
"175","21825351","945000","85718","-110.934431","32.346324","0.85","8041.39","2013","4","4","3351","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite","1","Carpet, Natural Stone","100"
"176","21900182","975000","85750","-110.833392","32.316842","1.3","10022.98","2008","5","4","4631","4","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless GE, Oven: Double Stainless","1","Carpet, Ceramic Tile","17"
"177","21325900","975000","85737","-110.988367","32.404524","0.82","9245.47","2002","3","4","4264","3","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Wood, Other","51"
"178","21414120","945000","85718","-110.952625","32.345713","3.02","12327","2006","4","4","4614","3","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","153"
"179","21327394","890000","85718","-110.94062","32.347876","1.23","11318.66","2004","4","5","4143","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","160"
"180","21409453","980000","85718","-110.927327","32.288646","2.1","10541","2004","5","5","4778","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Natural Stone, Wood","0"
"181","21329342","975000","85737","-110.976402","32.409208","3.36","11360","2005","5","4","3870","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","137"
"182","21422434","975000","85755","-110.994294","32.463693","0.95","13211.71","2007","4","5","3808","3","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone, Wood","167"
"183","21505090","985000","85749","-110.734002","32.25735","1.07","1083.48","2015","5","5","4700","3","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","125"
"184","21504431","980000","85718","-110.90684","32.325209","0.85","9113","2004","5","4","4927","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Ceramic Tile","0"
"185","21515475","945000","85750","-110.833305","32.322167","0.33","8168","1989","4","4","3597","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Ceramic Tile, Wood","135"
"186","21520062","7e+05","85646","-110.936422","31.581626","36","6816.12","2004","5","5","4961","0","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Concrete, Natural Stone, Wood","192"
"187","21525955","970000","85749","-110.726315","32.292524","3.38","7958.15","1992","3","4","4946","6","Dishwasher, Refrigerator, Microwave, Oven","2","Concrete, Natural Stone","0"
"188","21510351","850000","85750","-110.809108","32.276643","0.15","8431","2005","2","3","2030","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","0","Natural Stone","1010"
"189","21527467","950000","85716","-110.922674","32.223156","0.59","11456","1977","4","5","4068","2","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Mexican Tile, Natural Stone","0"
"190","21601655","1020000","85755","-110.966173","32.461848","1.4","11089.19","1997","5","5","5053","3","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","5","Carpet, Mexican Tile, Natural Stone","75"
"191","21708202","915000","85750","-110.861663","32.324043","0.4","2299.9","2017","4","4","4331","3","Dishwasher, Garbage Disposal, Refrigerator","3","Ceramic Tile","43"
"192","21201520","925000","85750","-110.843547","32.323168","0.55","8391","2001","3","3","3479","3","Dishwasher, Garbage Disposal, Refrigerator, Oven","2","Mexican Tile","116"
"193","21127362","942300","85658","-111.056117","32.480044","3.68","13711","2003","4","4","4147","4","Refrigerator, Microwave, Oven","3","Carpet, Natural Stone","143"
"194","21126579","950000","85718","-110.944669","32.338396","1.19","9834","2001","3","3","3358","3","Dishwasher, Garbage Disposal, Refrigerator, Oven","2","Carpet, Ceramic Tile","159"
"195","21128828","8e+05","85718","-110.920262","32.297649","1.02","6556","1994","3","5","3415","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Concrete","133"
"196","21205556","925000","85718","-110.931846","32.342669","1.36","9203","2006","4","3","3874","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Natural Stone","110"
"197","21117177","850000","85712","-110.871168","32.261952","6","7197","1970","2","4","3524","2","Dishwasher, Garbage Disposal, Refrigerator, Oven","4","Carpet, Ceramic Tile, Mexican Tile","0"
"198","21303980","930000","85719","-110.940743","32.230184","0.3","3840","1936","4","4","4647","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Concrete","0"
"199","21300248","955000","85750","-110.845824","32.326148","0.42","7647.16","2000","4","5","4116","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Natural Stone","123"
"200","21213950","950000","85715","-110.856848","32.257695","0.75","9852","1960","5","4","5492","2.5","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","78"
"201","21304228","950000","85718","-110.876369","32.327888","1.24","7226.51","1974","4","4","5482","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Natural Stone","141"
"202","21700936","956000","85749","-110.734958","32.258158","0.83","1043.64","2016","4","5","4654","3","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Natural Stone","42"
"203","21709508","965000","85719","-110.936218","32.226357","0.17","3001","2017","4","3","3183","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Concrete","0"
"204","21701163","950000","85718","-110.931612","32.335184","4.21","5973.99","1995","4","4","3455","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Mexican Tile, Natural Stone","84"
